frame.number,_ws.col.Time,frame.len,tcp.seq,ip.dst,tcp.dstport,tcp.time_relative,tcp.len,tcp.ack,tcp.srcport,frame.time_relative
"9579","04:54:28.978768","66","1","10.1.1.1","5200","1.886375000","0","22173262","5201","1.888405000"
"9580","04:54:28.978777","13098","22338334","10.1.1.2","5201","1.886384000","13032","1","5200","1.888414000"
"9581","04:54:28.979038","66","1","10.1.1.1","5200","1.886645000","0","22176158","5201","1.888675000"
"9582","04:54:28.979302","66","1","10.1.1.1","5200","1.886909000","0","22179054","5201","1.888939000"
"9583","04:54:28.979521","66","1","10.1.1.1","5200","1.887128000","0","22181950","5201","1.889158000"
"9584","04:54:28.979762","66","1","10.1.1.1","5200","1.887369000","0","22184846","5201","1.889399000"
"9585","04:54:28.980037","66","1","10.1.1.1","5200","1.887644000","0","22187742","5201","1.889674000"
"9586","04:54:28.980044","13098","22351366","10.1.1.2","5201","1.887651000","13032","1","5200","1.889681000"
"9587","04:54:28.980256","66","1","10.1.1.1","5200","1.887863000","0","22190638","5201","1.889893000"
"9588","04:54:28.980505","66","1","10.1.1.1","5200","1.888112000","0","22193534","5201","1.890142000"
"9589","04:54:28.980776","66","1","10.1.1.1","5200","1.888383000","0","22196430","5201","1.890413000"
"9590","04:54:28.980972","66","1","10.1.1.1","5200","1.888579000","0","22199326","5201","1.890609000"
"9591","04:54:28.980978","13098","22364398","10.1.1.2","5201","1.888585000","13032","1","5200","1.890615000"
"9592","04:54:28.981243","66","1","10.1.1.1","5200","1.888850000","0","22202222","5201","1.890880000"
"9593","04:54:28.981518","66","1","10.1.1.1","5200","1.889125000","0","22205118","5201","1.891155000"
"9594","04:54:28.981721","66","1","10.1.1.1","5200","1.889328000","0","22208014","5201","1.891358000"
"9595","04:54:28.981984","66","1","10.1.1.1","5200","1.889591000","0","22210910","5201","1.891621000"
"9596","04:54:28.981994","11650","22377430","10.1.1.2","5201","1.889601000","11584","1","5200","1.891631000"
"9597","04:54:28.982252","66","1","10.1.1.1","5200","1.889859000","0","22213806","5201","1.891889000"
"9598","04:54:28.982449","66","1","10.1.1.1","5200","1.890056000","0","22216702","5201","1.892086000"
"9599","04:54:28.982716","66","1","10.1.1.1","5200","1.890323000","0","22219598","5201","1.892353000"
"9600","04:54:28.982986","66","1","10.1.1.1","5200","1.890593000","0","22222494","5201","1.892623000"
"9601","04:54:28.982993","11650","22389014","10.1.1.2","5201","1.890600000","11584","1","5200","1.892630000"
"9602","04:54:28.983190","66","1","10.1.1.1","5200","1.890797000","0","22225390","5201","1.892827000"
"9603","04:54:28.983458","66","1","10.1.1.1","5200","1.891065000","0","22228286","5201","1.893095000"
"9604","04:54:28.983729","66","1","10.1.1.1","5200","1.891336000","0","22231182","5201","1.893366000"
"9605","04:54:28.983938","66","1","10.1.1.1","5200","1.891545000","0","22234078","5201","1.893575000"
"9606","04:54:28.984198","66","1","10.1.1.1","5200","1.891805000","0","22236974","5201","1.893835000"
"9607","04:54:28.984205","13098","22400598","10.1.1.2","5201","1.891812000","13032","1","5200","1.893842000"
"9608","04:54:28.984470","66","1","10.1.1.1","5200","1.892077000","0","22239870","5201","1.894107000"
"9609","04:54:28.984666","66","1","10.1.1.1","5200","1.892273000","0","22242766","5201","1.894303000"
"9610","04:54:28.984940","66","1","10.1.1.1","5200","1.892547000","0","22245662","5201","1.894577000"
"9611","04:54:28.985204","66","1","10.1.1.1","5200","1.892811000","0","22248558","5201","1.894841000"
"9612","04:54:28.985214","13098","22413630","10.1.1.2","5201","1.892821000","13032","1","5200","1.894851000"
"9613","04:54:28.985425","66","1","10.1.1.1","5200","1.893032000","0","22251454","5201","1.895062000"
"9614","04:54:28.985433","2962","22426662","10.1.1.2","5201","1.893040000","2896","1","5200","1.895070000"
"9615","04:54:28.985674","66","1","10.1.1.1","5200","1.893281000","0","22254350","5201","1.895311000"
"9616","04:54:28.985961","66","1","10.1.1.1","5200","1.893568000","0","22257246","5201","1.895598000"
"9617","04:54:28.986146","66","1","10.1.1.1","5200","1.893753000","0","22260142","5201","1.895783000"
"9618","04:54:28.986419","66","1","10.1.1.1","5200","1.894026000","0","22263038","5201","1.896056000"
"9619","04:54:28.986678","66","1","10.1.1.1","5200","1.894285000","0","22265934","5201","1.896315000"
"9620","04:54:28.986684","13098","22429558","10.1.1.2","5201","1.894291000","13032","1","5200","1.896321000"
"9621","04:54:28.986886","66","1","10.1.1.1","5200","1.894493000","0","22268830","5201","1.896523000"
"9622","04:54:28.987150","66","1","10.1.1.1","5200","1.894757000","0","22271726","5201","1.896787000"
"9623","04:54:28.987419","66","1","10.1.1.1","5200","1.895026000","0","22274622","5201","1.897056000"
"9624","04:54:28.987620","66","1","10.1.1.1","5200","1.895227000","0","22277518","5201","1.897257000"
"9625","04:54:28.987627","13098","22442590","10.1.1.2","5201","1.895234000","13032","1","5200","1.897264000"
"9626","04:54:28.987904","66","1","10.1.1.1","5200","1.895511000","0","22280414","5201","1.897541000"
"9627","04:54:28.988166","66","1","10.1.1.1","5200","1.895773000","0","22283310","5201","1.897803000"
"9628","04:54:28.988369","66","1","10.1.1.1","5200","1.895976000","0","22286206","5201","1.898006000"
"9629","04:54:28.988630","66","1","10.1.1.1","5200","1.896237000","0","22289102","5201","1.898267000"
"9630","04:54:28.988638","11650","22455622","10.1.1.2","5201","1.896245000","11584","1","5200","1.898275000"
"9631","04:54:28.988897","66","1","10.1.1.1","5200","1.896504000","0","22291998","5201","1.898534000"
"9632","04:54:28.989061","66","1","10.1.1.1","5200","1.896668000","0","22294894","5201","1.898698000"
"9633","04:54:28.989375","66","1","10.1.1.1","5200","1.896982000","0","22297790","5201","1.899012000"
"9634","04:54:28.989660","66","1","10.1.1.1","5200","1.897267000","0","22300686","5201","1.899297000"
"9635","04:54:28.989666","11650","22467206","10.1.1.2","5201","1.897273000","11584","1","5200","1.899303000"
"9636","04:54:28.989869","66","1","10.1.1.1","5200","1.897476000","0","22303582","5201","1.899506000"
"9637","04:54:28.990055","66","1","10.1.1.1","5200","1.897662000","0","22306478","5201","1.899692000"
"9638","04:54:28.990382","66","1","10.1.1.1","5200","1.897989000","0","22309374","5201","1.900019000"
"9639","04:54:28.990598","66","1","10.1.1.1","5200","1.898205000","0","22312270","5201","1.900235000"
"9640","04:54:28.990836","66","1","10.1.1.1","5200","1.898443000","0","22315166","5201","1.900473000"
"9641","04:54:28.990846","13098","22478790","10.1.1.2","5201","1.898453000","13032","1","5200","1.900483000"
"9642","04:54:28.991117","66","1","10.1.1.1","5200","1.898724000","0","22318062","5201","1.900754000"
"9643","04:54:28.991123","2962","22491822","10.1.1.2","5201","1.898730000","2896","1","5200","1.900760000"
"9644","04:54:28.991333","66","1","10.1.1.1","5200","1.898940000","0","22320958","5201","1.900970000"
"9645","04:54:28.991567","66","1","10.1.1.1","5200","1.899174000","0","22323854","5201","1.901204000"
"9646","04:54:28.991888","66","1","10.1.1.1","5200","1.899495000","0","22326750","5201","1.901525000"
"9647","04:54:28.992063","66","1","10.1.1.1","5200","1.899670000","0","22329646","5201","1.901700000"
"9648","04:54:28.992069","13098","22494718","10.1.1.2","5201","1.899676000","13032","1","5200","1.901706000"
"9649","04:54:28.992281","66","1","10.1.1.1","5200","1.899888000","0","22332542","5201","1.901918000"
"9650","04:54:28.992598","66","1","10.1.1.1","5200","1.900205000","0","22335438","5201","1.902235000"
"9651","04:54:28.992805","66","1","10.1.1.1","5200","1.900412000","0","22338334","5201","1.902442000"
"9652","04:54:28.993058","66","1","10.1.1.1","5200","1.900665000","0","22341230","5201","1.902695000"
"9653","04:54:28.993356","66","1","10.1.1.1","5200","1.900963000","0","22344126","5201","1.902993000"
"9654","04:54:28.993364","13098","22507750","10.1.1.2","5201","1.900971000","13032","1","5200","1.903001000"
"9655","04:54:28.993566","66","1","10.1.1.1","5200","1.901173000","0","22347022","5201","1.903203000"
"9656","04:54:28.993753","66","1","10.1.1.1","5200","1.901360000","0","22349918","5201","1.903390000"
"9657","04:54:28.994075","66","1","10.1.1.1","5200","1.901682000","0","22352814","5201","1.903712000"
"9658","04:54:28.994278","66","1","10.1.1.1","5200","1.901885000","0","22355710","5201","1.903915000"
"9659","04:54:28.994286","13098","22520782","10.1.1.2","5201","1.901893000","13032","1","5200","1.903923000"
"9660","04:54:28.994497","66","1","10.1.1.1","5200","1.902104000","0","22358606","5201","1.904134000"
"9661","04:54:28.994814","66","1","10.1.1.1","5200","1.902421000","0","22361502","5201","1.904451000"
"9662","04:54:28.995016","66","1","10.1.1.1","5200","1.902623000","0","22364398","5201","1.904653000"
"9663","04:54:28.995238","66","1","10.1.1.1","5200","1.902845000","0","22367294","5201","1.904875000"
"9664","04:54:28.995572","66","1","10.1.1.1","5200","1.903179000","0","22370190","5201","1.905209000"
"9665","04:54:28.995581","13098","22533814","10.1.1.2","5201","1.903188000","13032","1","5200","1.905218000"
"9666","04:54:28.995775","66","1","10.1.1.1","5200","1.903382000","0","22373086","5201","1.905412000"
"9667","04:54:28.996001","66","1","10.1.1.1","5200","1.903608000","0","22375982","5201","1.905638000"
"9668","04:54:28.996295","66","1","10.1.1.1","5200","1.903902000","0","22378878","5201","1.905932000"
"9669","04:54:28.996498","66","1","10.1.1.1","5200","1.904105000","0","22381774","5201","1.906135000"
"9670","04:54:28.996506","13098","22546846","10.1.1.2","5201","1.904113000","13032","1","5200","1.906143000"
"9671","04:54:28.996715","66","1","10.1.1.1","5200","1.904322000","0","22384670","5201","1.906352000"
"9672","04:54:28.997028","66","1","10.1.1.1","5200","1.904635000","0","22387566","5201","1.906665000"
"9673","04:54:28.997233","66","1","10.1.1.1","5200","1.904840000","0","22390462","5201","1.906870000"
"9674","04:54:28.997450","66","1","10.1.1.1","5200","1.905057000","0","22393358","5201","1.907087000"
"9675","04:54:28.997767","66","1","10.1.1.1","5200","1.905374000","0","22396254","5201","1.907404000"
"9676","04:54:28.997774","13098","22559878","10.1.1.2","5201","1.905381000","13032","1","5200","1.907411000"
"9677","04:54:28.997963","66","1","10.1.1.1","5200","1.905570000","0","22399150","5201","1.907600000"
"9678","04:54:28.998180","66","1","10.1.1.1","5200","1.905787000","0","22402046","5201","1.907817000"
"9679","04:54:28.998437","66","1","10.1.1.1","5200","1.906044000","0","22404942","5201","1.908074000"
"9680","04:54:28.998706","66","1","10.1.1.1","5200","1.906313000","0","22407838","5201","1.908343000"
"9681","04:54:28.998714","13098","22572910","10.1.1.2","5201","1.906321000","13032","1","5200","1.908351000"
"9682","04:54:28.998923","66","1","10.1.1.1","5200","1.906530000","0","22410734","5201","1.908560000"
"9683","04:54:28.999170","66","1","10.1.1.1","5200","1.906777000","0","22413630","5201","1.908807000"
"9684","04:54:28.999439","66","1","10.1.1.1","5200","1.907046000","0","22416526","5201","1.909076000"
"9685","04:54:28.999660","66","1","10.1.1.1","5200","1.907267000","0","22419422","5201","1.909297000"
"9686","04:54:28.999924","66","1","10.1.1.1","5200","1.907531000","0","22422318","5201","1.909561000"
"9687","04:54:28.999931","13098","22585942","10.1.1.2","5201","1.907538000","13032","1","5200","1.909568000"
"9688","04:54:29.000187","66","1","10.1.1.1","5200","1.907794000","0","22425214","5201","1.909824000"
"9689","04:54:29.000475","66","1","10.1.1.1","5200","1.908082000","0","22428110","5201","1.910112000"
"9690","04:54:29.000708","66","1","10.1.1.1","5200","1.908315000","0","22431006","5201","1.910345000"
"9691","04:54:29.000954","66","1","10.1.1.1","5200","1.908561000","0","22433902","5201","1.910591000"
"9692","04:54:29.000963","13098","22598974","10.1.1.2","5201","1.908570000","13032","1","5200","1.910600000"
"9693","04:54:29.001192","66","1","10.1.1.1","5200","1.908799000","0","22436798","5201","1.910829000"
"9694","04:54:29.001396","66","1","10.1.1.1","5200","1.909003000","0","22439694","5201","1.911033000"
"9695","04:54:29.001674","66","1","10.1.1.1","5200","1.909281000","0","22442590","5201","1.911311000"
"9696","04:54:29.001933","66","1","10.1.1.1","5200","1.909540000","0","22445486","5201","1.911570000"
"9697","04:54:29.002129","66","1","10.1.1.1","5200","1.909736000","0","22448382","5201","1.911766000"
"9698","04:54:29.002137","13098","22612006","10.1.1.2","5201","1.909744000","13032","1","5200","1.911774000"
"9699","04:54:29.002396","66","1","10.1.1.1","5200","1.910003000","0","22451278","5201","1.912033000"
"9700","04:54:29.002667","66","1","10.1.1.1","5200","1.910274000","0","22454174","5201","1.912304000"
"9701","04:54:29.002868","66","1","10.1.1.1","5200","1.910475000","0","22457070","5201","1.912505000"
"9702","04:54:29.003132","66","1","10.1.1.1","5200","1.910739000","0","22459966","5201","1.912769000"
"9703","04:54:29.003138","13098","22625038","10.1.1.2","5201","1.910745000","13032","1","5200","1.912775000"
"9704","04:54:29.003409","66","1","10.1.1.1","5200","1.911016000","0","22462862","5201","1.913046000"
"9705","04:54:29.003604","66","1","10.1.1.1","5200","1.911211000","0","22465758","5201","1.913241000"
"9706","04:54:29.003872","66","1","10.1.1.1","5200","1.911479000","0","22468654","5201","1.913509000"
"9707","04:54:29.004151","66","1","10.1.1.1","5200","1.911758000","0","22471550","5201","1.913788000"
"9708","04:54:29.004159","11650","22638070","10.1.1.2","5201","1.911766000","11584","1","5200","1.913796000"
"9709","04:54:29.004348","66","1","10.1.1.1","5200","1.911955000","0","22474446","5201","1.913985000"
"9710","04:54:29.004612","66","1","10.1.1.1","5200","1.912219000","0","22477342","5201","1.914249000"
"9711","04:54:29.004883","66","1","10.1.1.1","5200","1.912490000","0","22480238","5201","1.914520000"
"9712","04:54:29.005084","66","1","10.1.1.1","5200","1.912691000","0","22483134","5201","1.914721000"
"9713","04:54:29.005349","66","1","10.1.1.1","5200","1.912956000","0","22486030","5201","1.914986000"
"9714","04:54:29.005355","13098","22649654","10.1.1.2","5201","1.912962000","13032","1","5200","1.914992000"
"9715","04:54:29.005620","66","1","10.1.1.1","5200","1.913227000","0","22488926","5201","1.915257000"
"9716","04:54:29.005822","66","1","10.1.1.1","5200","1.913429000","0","22491822","5201","1.915459000"
"9717","04:54:29.006093","66","1","10.1.1.1","5200","1.913700000","0","22494718","5201","1.915730000"
"9718","04:54:29.006362","66","1","10.1.1.1","5200","1.913969000","0","22497614","5201","1.915999000"
"9719","04:54:29.006371","13098","22662686","10.1.1.2","5201","1.913978000","13032","1","5200","1.916008000"
"9720","04:54:29.006562","66","1","10.1.1.1","5200","1.914169000","0","22500510","5201","1.916199000"
"9721","04:54:29.006827","66","1","10.1.1.1","5200","1.914434000","0","22503406","5201","1.916464000"
"9722","04:54:29.007103","66","1","10.1.1.1","5200","1.914710000","0","22506302","5201","1.916740000"
"9723","04:54:29.007298","66","1","10.1.1.1","5200","1.914905000","0","22509198","5201","1.916935000"
"9724","04:54:29.007567","66","1","10.1.1.1","5200","1.915174000","0","22512094","5201","1.917204000"
"9725","04:54:29.007574","13098","22675718","10.1.1.2","5201","1.915181000","13032","1","5200","1.917211000"
"9726","04:54:29.007707","1514","22688750","10.1.1.2","5201","1.915314000","1448","1","5200","1.917344000"
"9727","04:54:29.007836","66","1","10.1.1.1","5200","1.915443000","0","22514990","5201","1.917473000"
"9728","04:54:29.008049","66","1","10.1.1.1","5200","1.915656000","0","22517886","5201","1.917686000"
"9729","04:54:29.008304","66","1","10.1.1.1","5200","1.915911000","0","22520782","5201","1.917941000"
"9730","04:54:29.008577","66","1","10.1.1.1","5200","1.916184000","0","22523678","5201","1.918214000"
"9731","04:54:29.008779","66","1","10.1.1.1","5200","1.916386000","0","22526574","5201","1.918416000"
"9732","04:54:29.008785","13098","22690198","10.1.1.2","5201","1.916392000","13032","1","5200","1.918422000"
"9733","04:54:29.009045","66","1","10.1.1.1","5200","1.916652000","0","22529470","5201","1.918682000"
"9734","04:54:29.009325","66","1","10.1.1.1","5200","1.916932000","0","22532366","5201","1.918962000"
"9735","04:54:29.009520","66","1","10.1.1.1","5200","1.917127000","0","22535262","5201","1.919157000"
"9736","04:54:29.009804","66","1","10.1.1.1","5200","1.917411000","0","22538158","5201","1.919441000"
"9737","04:54:29.009812","13098","22703230","10.1.1.2","5201","1.917419000","13032","1","5200","1.919449000"
"9738","04:54:29.010055","66","1","10.1.1.1","5200","1.917662000","0","22541054","5201","1.919692000"
"9739","04:54:29.010253","66","1","10.1.1.1","5200","1.917860000","0","22543950","5201","1.919890000"
"9740","04:54:29.010520","66","1","10.1.1.1","5200","1.918127000","0","22546846","5201","1.920157000"
"9741","04:54:29.010789","66","1","10.1.1.1","5200","1.918396000","0","22549742","5201","1.920426000"
"9742","04:54:29.010796","13098","22716262","10.1.1.2","5201","1.918403000","13032","1","5200","1.920433000"
"9743","04:54:29.010995","66","1","10.1.1.1","5200","1.918602000","0","22552638","5201","1.920632000"
"9744","04:54:29.011258","66","1","10.1.1.1","5200","1.918865000","0","22555534","5201","1.920895000"
"9745","04:54:29.011526","66","1","10.1.1.1","5200","1.919133000","0","22558430","5201","1.921163000"
"9746","04:54:29.011731","66","1","10.1.1.1","5200","1.919338000","0","22561326","5201","1.921368000"
"9747","04:54:29.012049","66","1","10.1.1.1","5200","1.919656000","0","22564222","5201","1.921686000"
"9748","04:54:29.012055","13098","22729294","10.1.1.2","5201","1.919662000","13032","1","5200","1.921692000"
"9749","04:54:29.012284","66","1","10.1.1.1","5200","1.919891000","0","22567118","5201","1.921921000"
"9750","04:54:29.012468","66","1","10.1.1.1","5200","1.920075000","0","22570014","5201","1.922105000"
"9751","04:54:29.012744","66","1","10.1.1.1","5200","1.920351000","0","22572910","5201","1.922381000"
"9752","04:54:29.013016","66","1","10.1.1.1","5200","1.920623000","0","22575806","5201","1.922653000"
"9753","04:54:29.013023","13098","22742326","10.1.1.2","5201","1.920630000","13032","1","5200","1.922660000"
"9754","04:54:29.013209","66","1","10.1.1.1","5200","1.920816000","0","22578702","5201","1.922846000"
"9755","04:54:29.013484","66","1","10.1.1.1","5200","1.921091000","0","22581598","5201","1.923121000"
"9756","04:54:29.013754","66","1","10.1.1.1","5200","1.921361000","0","22584494","5201","1.923391000"
"9757","04:54:29.014000","66","1","10.1.1.1","5200","1.921607000","0","22587390","5201","1.923637000"
"9758","04:54:29.014227","66","1","10.1.1.1","5200","1.921834000","0","22590286","5201","1.923864000"
"9759","04:54:29.014238","13098","22755358","10.1.1.2","5201","1.921845000","13032","1","5200","1.923875000"
"9760","04:54:29.014495","66","1","10.1.1.1","5200","1.922102000","0","22593182","5201","1.924132000"
"9761","04:54:29.014689","66","1","10.1.1.1","5200","1.922296000","0","22596078","5201","1.924326000"
"9762","04:54:29.014961","66","1","10.1.1.1","5200","1.922568000","0","22598974","5201","1.924598000"
"9763","04:54:29.015161","66","1","10.1.1.1","5200","1.922768000","0","22601870","5201","1.924798000"
"9764","04:54:29.015167","13098","22768390","10.1.1.2","5201","1.922774000","13032","1","5200","1.924804000"
"9765","04:54:29.015372","66","1","10.1.1.1","5200","1.922979000","0","22604766","5201","1.925009000"
"9766","04:54:29.015700","66","1","10.1.1.1","5200","1.923307000","0","22607662","5201","1.925337000"
"9767","04:54:29.015918","66","1","10.1.1.1","5200","1.923525000","0","22610558","5201","1.925555000"
"9768","04:54:29.016131","66","1","10.1.1.1","5200","1.923738000","0","22613454","5201","1.925768000"
"9769","04:54:29.016448","66","1","10.1.1.1","5200","1.924055000","0","22616350","5201","1.926085000"
"9770","04:54:29.016457","13098","22781422","10.1.1.2","5201","1.924064000","13032","1","5200","1.926094000"
"9771","04:54:29.016658","66","1","10.1.1.1","5200","1.924265000","0","22619246","5201","1.926295000"
"9772","04:54:29.016913","66","1","10.1.1.1","5200","1.924520000","0","22622142","5201","1.926550000"
"9773","04:54:29.017171","66","1","10.1.1.1","5200","1.924778000","0","22625038","5201","1.926808000"
"9774","04:54:29.017375","66","1","10.1.1.1","5200","1.924982000","0","22627934","5201","1.927012000"
"9775","04:54:29.017382","13098","22794454","10.1.1.2","5201","1.924989000","13032","1","5200","1.927019000"
"9776","04:54:29.017595","66","1","10.1.1.1","5200","1.925202000","0","22630830","5201","1.927232000"
"9777","04:54:29.017928","66","1","10.1.1.1","5200","1.925535000","0","22633726","5201","1.927565000"
"9778","04:54:29.018119","66","1","10.1.1.1","5200","1.925726000","0","22636622","5201","1.927756000"
"9779","04:54:29.018333","66","1","10.1.1.1","5200","1.925940000","0","22639518","5201","1.927970000"
"9780","04:54:29.018651","66","1","10.1.1.1","5200","1.926258000","0","22642414","5201","1.928288000"
"9781","04:54:29.018656","13098","22807486","10.1.1.2","5201","1.926263000","13032","1","5200","1.928293000"
"9782","04:54:29.018857","66","1","10.1.1.1","5200","1.926464000","0","22645310","5201","1.928494000"
"9783","04:54:29.019070","66","1","10.1.1.1","5200","1.926677000","0","22648206","5201","1.928707000"
"9784","04:54:29.019422","66","1","10.1.1.1","5200","1.927029000","0","22651102","5201","1.929059000"
"9785","04:54:29.019606","66","1","10.1.1.1","5200","1.927213000","0","22653998","5201","1.929243000"
"9786","04:54:29.019614","13098","22820518","10.1.1.2","5201","1.927221000","13032","1","5200","1.929251000"
"9787","04:54:29.019852","66","1","10.1.1.1","5200","1.927459000","0","22656894","5201","1.929489000"
"9788","04:54:29.020154","66","1","10.1.1.1","5200","1.927761000","0","22659790","5201","1.929791000"
"9789","04:54:29.020343","66","1","10.1.1.1","5200","1.927950000","0","22662686","5201","1.929980000"
"9790","04:54:29.020590","66","1","10.1.1.1","5200","1.928197000","0","22665582","5201","1.930227000"
"9791","04:54:29.020882","66","1","10.1.1.1","5200","1.928489000","0","22668478","5201","1.930519000"
"9792","04:54:29.020888","13098","22833550","10.1.1.2","5201","1.928495000","13032","1","5200","1.930525000"
"9793","04:54:29.021067","66","1","10.1.1.1","5200","1.928674000","0","22671374","5201","1.930704000"
"9794","04:54:29.021287","66","1","10.1.1.1","5200","1.928894000","0","22674270","5201","1.930924000"
"9795","04:54:29.021637","66","1","10.1.1.1","5200","1.929244000","0","22677166","5201","1.931274000"
"9796","04:54:29.021821","66","1","10.1.1.1","5200","1.929428000","0","22680062","5201","1.931458000"
"9797","04:54:29.021828","13098","22846582","10.1.1.2","5201","1.929435000","13032","1","5200","1.931465000"
"9798","04:54:29.022068","66","1","10.1.1.1","5200","1.929675000","0","22682958","5201","1.931705000"
"9799","04:54:29.022339","66","1","10.1.1.1","5200","1.929946000","0","22685854","5201","1.931976000"
"9800","04:54:29.022542","66","1","10.1.1.1","5200","1.930149000","0","22688750","5201","1.932179000"
"9801","04:54:29.022765","66","1","10.1.1.1","5200","1.930372000","0","22691646","5201","1.932402000"
"9802","04:54:29.023097","66","1","10.1.1.1","5200","1.930704000","0","22694542","5201","1.932734000"
"9803","04:54:29.023106","13098","22859614","10.1.1.2","5201","1.930713000","13032","1","5200","1.932743000"
"9804","04:54:29.023285","66","1","10.1.1.1","5200","1.930892000","0","22697438","5201","1.932922000"
"9805","04:54:29.023540","66","1","10.1.1.1","5200","1.931147000","0","22700334","5201","1.933177000"
"9806","04:54:29.023834","66","1","10.1.1.1","5200","1.931441000","0","22703230","5201","1.933471000"
"9807","04:54:29.024030","66","1","10.1.1.1","5200","1.931637000","0","22706126","5201","1.933667000"
"9808","04:54:29.024036","13098","22872646","10.1.1.2","5201","1.931643000","13032","1","5200","1.933673000"
"9809","04:54:29.024249","66","1","10.1.1.1","5200","1.931856000","0","22709022","5201","1.933886000"
"9810","04:54:29.024586","66","1","10.1.1.1","5200","1.932193000","0","22711918","5201","1.934223000"
"9811","04:54:29.024781","66","1","10.1.1.1","5200","1.932388000","0","22714814","5201","1.934418000"
"9812","04:54:29.025029","66","1","10.1.1.1","5200","1.932636000","0","22717710","5201","1.934666000"
"9813","04:54:29.025039","11650","22885678","10.1.1.2","5201","1.932646000","11584","1","5200","1.934676000"
"9814","04:54:29.025294","66","1","10.1.1.1","5200","1.932901000","0","22720606","5201","1.934931000"
"9815","04:54:29.025497","66","1","10.1.1.1","5200","1.933104000","0","22723502","5201","1.935134000"
"9816","04:54:29.025720","66","1","10.1.1.1","5200","1.933327000","0","22726398","5201","1.935357000"
"9817","04:54:29.026049","66","1","10.1.1.1","5200","1.933656000","0","22729294","5201","1.935686000"
"9818","04:54:29.026056","11650","22897262","10.1.1.2","5201","1.933663000","11584","1","5200","1.935693000"
"9819","04:54:29.026244","66","1","10.1.1.1","5200","1.933851000","0","22732190","5201","1.935881000"
"9820","04:54:29.026499","66","1","10.1.1.1","5200","1.934106000","0","22735086","5201","1.936136000"
"9821","04:54:29.026792","66","1","10.1.1.1","5200","1.934399000","0","22737982","5201","1.936429000"
"9822","04:54:29.027015","66","1","10.1.1.1","5200","1.934622000","0","22740878","5201","1.936652000"
"9823","04:54:29.027191","66","1","10.1.1.1","5200","1.934798000","0","22743774","5201","1.936828000"
"9824","04:54:29.027199","13098","22908846","10.1.1.2","5201","1.934806000","13032","1","5200","1.936836000"
"9825","04:54:29.027517","66","1","10.1.1.1","5200","1.935124000","0","22746670","5201","1.937154000"
"9826","04:54:29.027720","66","1","10.1.1.1","5200","1.935327000","0","22749566","5201","1.937357000"
"9827","04:54:29.027947","66","1","10.1.1.1","5200","1.935554000","0","22752462","5201","1.937584000"
"9828","04:54:29.028280","66","1","10.1.1.1","5200","1.935887000","0","22755358","5201","1.937917000"
"9829","04:54:29.028289","13098","22921878","10.1.1.2","5201","1.935896000","13032","1","5200","1.937926000"
"9830","04:54:29.028474","66","1","10.1.1.1","5200","1.936081000","0","22758254","5201","1.938111000"
"9831","04:54:29.028710","66","1","10.1.1.1","5200","1.936317000","0","22761150","5201","1.938347000"
"9832","04:54:29.028986","66","1","10.1.1.1","5200","1.936593000","0","22764046","5201","1.938623000"
"9833","04:54:29.029189","66","1","10.1.1.1","5200","1.936796000","0","22766942","5201","1.938826000"
"9834","04:54:29.029413","66","1","10.1.1.1","5200","1.937020000","0","22769838","5201","1.939050000"
"9835","04:54:29.029420","13098","22934910","10.1.1.2","5201","1.937027000","13032","1","5200","1.939057000"
"9836","04:54:29.029737","66","1","10.1.1.1","5200","1.937344000","0","22772734","5201","1.939374000"
"9837","04:54:29.029742","2962","22947942","10.1.1.2","5201","1.937349000","2896","1","5200","1.939379000"
"9838","04:54:29.029942","66","1","10.1.1.1","5200","1.937549000","0","22775630","5201","1.939579000"
"9839","04:54:29.030187","66","1","10.1.1.1","5200","1.937794000","0","22778526","5201","1.939824000"
"9840","04:54:29.030478","66","1","10.1.1.1","5200","1.938085000","0","22781422","5201","1.940115000"
"9841","04:54:29.030688","66","1","10.1.1.1","5200","1.938295000","0","22784318","5201","1.940325000"
"9842","04:54:29.030697","13098","22950838","10.1.1.2","5201","1.938304000","13032","1","5200","1.940334000"
"9843","04:54:29.030899","66","1","10.1.1.1","5200","1.938506000","0","22787214","5201","1.940536000"
"9844","04:54:29.031211","66","1","10.1.1.1","5200","1.938818000","0","22790110","5201","1.940848000"
"9845","04:54:29.031414","66","1","10.1.1.1","5200","1.939021000","0","22793006","5201","1.941051000"
"9846","04:54:29.031635","66","1","10.1.1.1","5200","1.939242000","0","22795902","5201","1.941272000"
"9847","04:54:29.031982","66","1","10.1.1.1","5200","1.939589000","0","22798798","5201","1.941619000"
"9848","04:54:29.031989","13098","22963870","10.1.1.2","5201","1.939596000","13032","1","5200","1.941626000"
"9849","04:54:29.032163","66","1","10.1.1.1","5200","1.939770000","0","22801694","5201","1.941800000"
"9850","04:54:29.032381","66","1","10.1.1.1","5200","1.939988000","0","22804590","5201","1.942018000"
"9851","04:54:29.032626","66","1","10.1.1.1","5200","1.940233000","0","22807486","5201","1.942263000"
"9852","04:54:29.032900","66","1","10.1.1.1","5200","1.940507000","0","22810382","5201","1.942537000"
"9853","04:54:29.032906","13098","22976902","10.1.1.2","5201","1.940513000","13032","1","5200","1.942543000"
"9854","04:54:29.033127","66","1","10.1.1.1","5200","1.940734000","0","22813278","5201","1.942764000"
