frame.number,_ws.col.Time,frame.len,tcp.seq,ip.dst,tcp.dstport,tcp.time_relative,tcp.len,tcp.ack,tcp.srcport,frame.time_relative
"1432","04:54:27.366165","66","1","10.1.1.1","5200","0.273772000","0","3181294","5201","0.275802000"
"1433","04:54:27.366418","66","1","10.1.1.1","5200","0.274025000","0","3184190","5201","0.276055000"
"1434","04:54:27.366633","66","1","10.1.1.1","5200","0.274240000","0","3187086","5201","0.276270000"
"1435","04:54:27.366641","14546","3286998","10.1.1.2","5201","0.274248000","14480","1","5200","0.276278000"
"1436","04:54:27.366960","66","1","10.1.1.1","5200","0.274567000","0","3189982","5201","0.276597000"
"1437","04:54:27.367149","66","1","10.1.1.1","5200","0.274756000","0","3192878","5201","0.276786000"
"1438","04:54:27.367428","66","1","10.1.1.1","5200","0.275035000","0","3195774","5201","0.277065000"
"1439","04:54:27.367638","66","1","10.1.1.1","5200","0.275245000","0","3198670","5201","0.277275000"
"1440","04:54:27.367644","11650","3301478","10.1.1.2","5201","0.275251000","11584","1","5200","0.277281000"
"1441","04:54:27.367898","66","1","10.1.1.1","5200","0.275505000","0","3201566","5201","0.277535000"
"1442","04:54:27.368111","66","1","10.1.1.1","5200","0.275718000","0","3204462","5201","0.277748000"
"1443","04:54:27.368438","66","1","10.1.1.1","5200","0.276045000","0","3207358","5201","0.278075000"
"1444","04:54:27.368580","66","1","10.1.1.1","5200","0.276187000","0","3210254","5201","0.278217000"
"1445","04:54:27.368929","66","1","10.1.1.1","5200","0.276536000","0","3213150","5201","0.278566000"
"1446","04:54:27.368936","14546","3313062","10.1.1.2","5201","0.276543000","14480","1","5200","0.278573000"
"1447","04:54:27.369155","66","1","10.1.1.1","5200","0.276762000","0","3216046","5201","0.278792000"
"1448","04:54:27.369392","66","1","10.1.1.1","5200","0.276999000","0","3218942","5201","0.279029000"
"1449","04:54:27.369627","66","1","10.1.1.1","5200","0.277234000","0","3221838","5201","0.279264000"
"1450","04:54:27.369922","66","1","10.1.1.1","5200","0.277529000","0","3224734","5201","0.279559000"
"1451","04:54:27.369976","8754","3327542","10.1.1.2","5201","0.277583000","8688","1","5200","0.279613000"
"1452","04:54:27.370012","1514","3336230","10.1.1.2","5201","0.277619000","1448","1","5200","0.279649000"
"1453","04:54:27.370054","66","1","10.1.1.1","5200","0.277661000","0","3227630","5201","0.279691000"
"1454","04:54:27.370385","66","1","10.1.1.1","5200","0.277992000","0","3230526","5201","0.280022000"
"1455","04:54:27.370595","66","1","10.1.1.1","5200","0.278202000","0","3233422","5201","0.280232000"
"1456","04:54:27.370872","66","1","10.1.1.1","5200","0.278479000","0","3236318","5201","0.280509000"
"1457","04:54:27.370880","13098","3337678","10.1.1.2","5201","0.278487000","13032","1","5200","0.280517000"
"1458","04:54:27.371066","66","1","10.1.1.1","5200","0.278673000","0","3239214","5201","0.280703000"
"1459","04:54:27.371432","66","1","10.1.1.1","5200","0.279039000","0","3242110","5201","0.281069000"
"1460","04:54:27.371606","66","1","10.1.1.1","5200","0.279213000","0","3245006","5201","0.281243000"
"1461","04:54:27.371888","66","1","10.1.1.1","5200","0.279495000","0","3247902","5201","0.281525000"
"1462","04:54:27.371896","11650","3350710","10.1.1.2","5201","0.279503000","11584","1","5200","0.281533000"
"1463","04:54:27.372108","66","1","10.1.1.1","5200","0.279715000","0","3250798","5201","0.281745000"
"1464","04:54:27.372363","66","1","10.1.1.1","5200","0.279970000","0","3253694","5201","0.282000000"
"1465","04:54:27.372564","66","1","10.1.1.1","5200","0.280171000","0","3256590","5201","0.282201000"
"1466","04:54:27.372866","66","1","10.1.1.1","5200","0.280473000","0","3259486","5201","0.282503000"
"1467","04:54:27.373058","66","1","10.1.1.1","5200","0.280665000","0","3262382","5201","0.282695000"
"1468","04:54:27.373064","13098","3362294","10.1.1.2","5201","0.280671000","13032","1","5200","0.282701000"
"1469","04:54:27.373330","66","1","10.1.1.1","5200","0.280937000","0","3265278","5201","0.282967000"
"1470","04:54:27.373548","66","1","10.1.1.1","5200","0.281155000","0","3268174","5201","0.283185000"
"1471","04:54:27.373803","66","1","10.1.1.1","5200","0.281410000","0","3271070","5201","0.283440000"
"1472","04:54:27.374029","66","1","10.1.1.1","5200","0.281636000","0","3273966","5201","0.283666000"
"1473","04:54:27.374036","13098","3375326","10.1.1.2","5201","0.281643000","13032","1","5200","0.283673000"
"1474","04:54:27.374348","66","1","10.1.1.1","5200","0.281955000","0","3276862","5201","0.283985000"
"1475","04:54:27.374488","66","1","10.1.1.1","5200","0.282095000","0","3279758","5201","0.284125000"
"1476","04:54:27.374818","66","1","10.1.1.1","5200","0.282425000","0","3282654","5201","0.284455000"
"1477","04:54:27.375023","66","1","10.1.1.1","5200","0.282630000","0","3285550","5201","0.284660000"
"1478","04:54:27.375276","66","1","10.1.1.1","5200","0.282883000","0","3288446","5201","0.284913000"
"1479","04:54:27.375284","13098","3388358","10.1.1.2","5201","0.282891000","13032","1","5200","0.284921000"
"1480","04:54:27.375298","1514","3401390","10.1.1.2","5201","0.282905000","1448","1","5200","0.284935000"
"1481","04:54:27.375494","66","1","10.1.1.1","5200","0.283101000","0","3291342","5201","0.285131000"
"1482","04:54:27.375851","66","1","10.1.1.1","5200","0.283458000","0","3294238","5201","0.285488000"
"1483","04:54:27.376048","66","1","10.1.1.1","5200","0.283655000","0","3297134","5201","0.285685000"
"1484","04:54:27.376311","66","1","10.1.1.1","5200","0.283918000","0","3300030","5201","0.285948000"
"1485","04:54:27.376318","13098","3402838","10.1.1.2","5201","0.283925000","13032","1","5200","0.285955000"
"1486","04:54:27.376535","66","1","10.1.1.1","5200","0.284142000","0","3302926","5201","0.286172000"
"1487","04:54:27.376791","66","1","10.1.1.1","5200","0.284398000","0","3305822","5201","0.286428000"
"1488","04:54:27.376971","66","1","10.1.1.1","5200","0.284578000","0","3308718","5201","0.286608000"
"1489","04:54:27.377299","66","1","10.1.1.1","5200","0.284906000","0","3311614","5201","0.286936000"
"1490","04:54:27.377450","66","1","10.1.1.1","5200","0.285057000","0","3314510","5201","0.287087000"
"1491","04:54:27.377460","13098","3415870","10.1.1.2","5201","0.285067000","13032","1","5200","0.287097000"
"1492","04:54:27.377773","66","1","10.1.1.1","5200","0.285380000","0","3317406","5201","0.287410000"
"1493","04:54:27.377982","66","1","10.1.1.1","5200","0.285589000","0","3320302","5201","0.287619000"
"1494","04:54:27.378236","66","1","10.1.1.1","5200","0.285843000","0","3323198","5201","0.287873000"
"1495","04:54:27.378452","66","1","10.1.1.1","5200","0.286059000","0","3326094","5201","0.288089000"
"1496","04:54:27.378780","66","1","10.1.1.1","5200","0.286387000","0","3328990","5201","0.288417000"
"1497","04:54:27.378787","13098","3428902","10.1.1.2","5201","0.286394000","13032","1","5200","0.288424000"
"1498","04:54:27.378992","66","1","10.1.1.1","5200","0.286599000","0","3331886","5201","0.288629000"
"1499","04:54:27.379240","66","1","10.1.1.1","5200","0.286847000","0","3334782","5201","0.288877000"
"1500","04:54:27.379458","66","1","10.1.1.1","5200","0.287065000","0","3337678","5201","0.289095000"
"1501","04:54:27.379716","66","1","10.1.1.1","5200","0.287323000","0","3340574","5201","0.289353000"
"1502","04:54:27.379722","14546","3441934","10.1.1.2","5201","0.287329000","14480","1","5200","0.289359000"
"1503","04:54:27.379939","66","1","10.1.1.1","5200","0.287546000","0","3343470","5201","0.289576000"
"1504","04:54:27.380186","66","1","10.1.1.1","5200","0.287793000","0","3346366","5201","0.289823000"
"1505","04:54:27.380396","66","1","10.1.1.1","5200","0.288003000","0","3349262","5201","0.290033000"
"1506","04:54:27.380727","66","1","10.1.1.1","5200","0.288334000","0","3352158","5201","0.290364000"
"1507","04:54:27.380734","11650","3456414","10.1.1.2","5201","0.288341000","11584","1","5200","0.290371000"
"1508","04:54:27.380950","66","1","10.1.1.1","5200","0.288557000","0","3355054","5201","0.290587000"
"1509","04:54:27.381209","66","1","10.1.1.1","5200","0.288816000","0","3357950","5201","0.290846000"
"1510","04:54:27.381438","66","1","10.1.1.1","5200","0.289045000","0","3360846","5201","0.291075000"
"1511","04:54:27.381685","66","1","10.1.1.1","5200","0.289292000","0","3363742","5201","0.291322000"
"1512","04:54:27.381901","66","1","10.1.1.1","5200","0.289508000","0","3366638","5201","0.291538000"
"1513","04:54:27.381909","14546","3467998","10.1.1.2","5201","0.289516000","14480","1","5200","0.291546000"
"1514","04:54:27.382216","66","1","10.1.1.1","5200","0.289823000","0","3369534","5201","0.291853000"
"1515","04:54:27.382395","66","1","10.1.1.1","5200","0.290002000","0","3372430","5201","0.292032000"
"1516","04:54:27.382664","66","1","10.1.1.1","5200","0.290271000","0","3375326","5201","0.292301000"
"1517","04:54:27.382883","66","1","10.1.1.1","5200","0.290490000","0","3378222","5201","0.292520000"
"1518","04:54:27.383138","66","1","10.1.1.1","5200","0.290745000","0","3381118","5201","0.292775000"
"1519","04:54:27.383148","14546","3482478","10.1.1.2","5201","0.290755000","14480","1","5200","0.292785000"
"1520","04:54:27.383355","66","1","10.1.1.1","5200","0.290962000","0","3384014","5201","0.292992000"
"1521","04:54:27.383673","66","1","10.1.1.1","5200","0.291280000","0","3386910","5201","0.293310000"
"1522","04:54:27.383830","66","1","10.1.1.1","5200","0.291437000","0","3389806","5201","0.293467000"
"1523","04:54:27.384155","66","1","10.1.1.1","5200","0.291762000","0","3392702","5201","0.293792000"
"1524","04:54:27.384162","11650","3496958","10.1.1.2","5201","0.291769000","11584","1","5200","0.293799000"
"1525","04:54:27.384394","66","1","10.1.1.1","5200","0.292001000","0","3395598","5201","0.294031000"
"1526","04:54:27.384643","66","1","10.1.1.1","5200","0.292250000","0","3398494","5201","0.294280000"
"1527","04:54:27.384855","66","1","10.1.1.1","5200","0.292462000","0","3401390","5201","0.294492000"
"1528","04:54:27.385189","66","1","10.1.1.1","5200","0.292796000","0","3404286","5201","0.294826000"
"1529","04:54:27.385196","11650","3508542","10.1.1.2","5201","0.292803000","11584","1","5200","0.294833000"
"1530","04:54:27.385332","66","1","10.1.1.1","5200","0.292939000","0","3407182","5201","0.294969000"
"1531","04:54:27.385594","66","1","10.1.1.1","5200","0.293201000","0","3410078","5201","0.295231000"
"1532","04:54:27.385875","66","1","10.1.1.1","5200","0.293482000","0","3412974","5201","0.295512000"
"1533","04:54:27.386113","66","1","10.1.1.1","5200","0.293720000","0","3415870","5201","0.295750000"
"1534","04:54:27.386354","66","1","10.1.1.1","5200","0.293961000","0","3418766","5201","0.295991000"
"1535","04:54:27.386363","13098","3520126","10.1.1.2","5201","0.293970000","13032","1","5200","0.296000000"
"1536","04:54:27.386627","66","1","10.1.1.1","5200","0.294234000","0","3421662","5201","0.296264000"
"1537","04:54:27.386805","66","1","10.1.1.1","5200","0.294412000","0","3424558","5201","0.296442000"
"1538","04:54:27.387096","66","1","10.1.1.1","5200","0.294703000","0","3427454","5201","0.296733000"
"1539","04:54:27.387345","66","1","10.1.1.1","5200","0.294952000","0","3430350","5201","0.296982000"
"1540","04:54:27.387352","13098","3533158","10.1.1.2","5201","0.294959000","13032","1","5200","0.296989000"
"1541","04:54:27.387607","66","1","10.1.1.1","5200","0.295214000","0","3433246","5201","0.297244000"
"1542","04:54:27.387782","66","1","10.1.1.1","5200","0.295389000","0","3436142","5201","0.297419000"
"1543","04:54:27.388114","66","1","10.1.1.1","5200","0.295721000","0","3439038","5201","0.297751000"
"1544","04:54:27.388256","66","1","10.1.1.1","5200","0.295863000","0","3441934","5201","0.297893000"
"1545","04:54:27.388583","66","1","10.1.1.1","5200","0.296190000","0","3444830","5201","0.298220000"
"1546","04:54:27.388589","14546","3546190","10.1.1.2","5201","0.296196000","14480","1","5200","0.298226000"
"1547","04:54:27.388825","66","1","10.1.1.1","5200","0.296432000","0","3447726","5201","0.298462000"
"1548","04:54:27.389073","66","1","10.1.1.1","5200","0.296680000","0","3450622","5201","0.298710000"
"1549","04:54:27.389291","66","1","10.1.1.1","5200","0.296898000","0","3453518","5201","0.298928000"
"1550","04:54:27.389610","66","1","10.1.1.1","5200","0.297217000","0","3456414","5201","0.299247000"
"1551","04:54:27.389618","11650","3560670","10.1.1.2","5201","0.297225000","11584","1","5200","0.299255000"
"1552","04:54:27.389758","66","1","10.1.1.1","5200","0.297365000","0","3459310","5201","0.299395000"
"1553","04:54:27.390028","66","1","10.1.1.1","5200","0.297635000","0","3462206","5201","0.299665000"
"1554","04:54:27.390267","66","1","10.1.1.1","5200","0.297874000","0","3465102","5201","0.299904000"
"1555","04:54:27.390528","66","1","10.1.1.1","5200","0.298135000","0","3467998","5201","0.300165000"
"1556","04:54:27.390737","66","1","10.1.1.1","5200","0.298344000","0","3470894","5201","0.300374000"
"1557","04:54:27.390744","14546","3572254","10.1.1.2","5201","0.298351000","14480","1","5200","0.300381000"
"1558","04:54:27.391065","66","1","10.1.1.1","5200","0.298672000","0","3473790","5201","0.300702000"
"1559","04:54:27.391211","66","1","10.1.1.1","5200","0.298818000","0","3476686","5201","0.300848000"
"1560","04:54:27.391577","66","1","10.1.1.1","5200","0.299184000","0","3479582","5201","0.301214000"
"1561","04:54:27.391773","66","1","10.1.1.1","5200","0.299380000","0","3482478","5201","0.301410000"
"1562","04:54:27.391780","11650","3586734","10.1.1.2","5201","0.299387000","11584","1","5200","0.301417000"
"1563","04:54:27.392056","66","1","10.1.1.1","5200","0.299663000","0","3485374","5201","0.301693000"
"1564","04:54:27.392249","66","1","10.1.1.1","5200","0.299856000","0","3488270","5201","0.301886000"
"1565","04:54:27.392568","66","1","10.1.1.1","5200","0.300175000","0","3491166","5201","0.302205000"
"1566","04:54:27.392683","66","1","10.1.1.1","5200","0.300290000","0","3494062","5201","0.302320000"
"1567","04:54:27.393031","66","1","10.1.1.1","5200","0.300638000","0","3496958","5201","0.302668000"
"1568","04:54:27.393038","13098","3598318","10.1.1.2","5201","0.300645000","13032","1","5200","0.302675000"
"1569","04:54:27.393250","66","1","10.1.1.1","5200","0.300857000","0","3499854","5201","0.302887000"
"1570","04:54:27.393503","66","1","10.1.1.1","5200","0.301110000","0","3502750","5201","0.303140000"
"1571","04:54:27.393720","66","1","10.1.1.1","5200","0.301327000","0","3505646","5201","0.303357000"
"1572","04:54:27.394020","66","1","10.1.1.1","5200","0.301627000","0","3508542","5201","0.303657000"
"1573","04:54:27.394027","13098","3611350","10.1.1.2","5201","0.301634000","13032","1","5200","0.303664000"
"1574","04:54:27.394166","66","1","10.1.1.1","5200","0.301773000","0","3511438","5201","0.303803000"
"1575","04:54:27.394533","66","1","10.1.1.1","5200","0.302140000","0","3514334","5201","0.304170000"
"1576","04:54:27.394732","66","1","10.1.1.1","5200","0.302339000","0","3517230","5201","0.304369000"
"1577","04:54:27.394986","66","1","10.1.1.1","5200","0.302593000","0","3520126","5201","0.304623000"
"1578","04:54:27.395190","66","1","10.1.1.1","5200","0.302797000","0","3523022","5201","0.304827000"
"1579","04:54:27.395197","14546","3624382","10.1.1.2","5201","0.302804000","14480","1","5200","0.304834000"
"1580","04:54:27.395493","66","1","10.1.1.1","5200","0.303100000","0","3525918","5201","0.305130000"
"1581","04:54:27.395639","66","1","10.1.1.1","5200","0.303246000","0","3528814","5201","0.305276000"
"1582","04:54:27.395992","66","1","10.1.1.1","5200","0.303599000","0","3531710","5201","0.305629000"
"1583","04:54:27.396219","66","1","10.1.1.1","5200","0.303826000","0","3534606","5201","0.305856000"
"1584","04:54:27.396227","13098","3638862","10.1.1.2","5201","0.303834000","13032","1","5200","0.305864000"
"1585","04:54:27.396460","66","1","10.1.1.1","5200","0.304067000","0","3537502","5201","0.306097000"
"1586","04:54:27.396648","66","1","10.1.1.1","5200","0.304255000","0","3540398","5201","0.306285000"
"1587","04:54:27.396975","66","1","10.1.1.1","5200","0.304582000","0","3543294","5201","0.306612000"
"1588","04:54:27.397115","66","1","10.1.1.1","5200","0.304722000","0","3546190","5201","0.306752000"
"1589","04:54:27.397121","11650","3651894","10.1.1.2","5201","0.304728000","11584","1","5200","0.306758000"
"1590","04:54:27.397487","66","1","10.1.1.1","5200","0.305094000","0","3549086","5201","0.307124000"
"1591","04:54:27.397665","66","1","10.1.1.1","5200","0.305272000","0","3551982","5201","0.307302000"
"1592","04:54:27.397937","66","1","10.1.1.1","5200","0.305544000","0","3554878","5201","0.307574000"
"1593","04:54:27.398152","66","1","10.1.1.1","5200","0.305759000","0","3557774","5201","0.307789000"
"1594","04:54:27.398160","11650","3663478","10.1.1.2","5201","0.305767000","11584","1","5200","0.307797000"
"1595","04:54:27.398407","66","1","10.1.1.1","5200","0.306014000","0","3560670","5201","0.308044000"
"1596","04:54:27.398633","66","1","10.1.1.1","5200","0.306240000","0","3563566","5201","0.308270000"
"1597","04:54:27.398923","66","1","10.1.1.1","5200","0.306530000","0","3566462","5201","0.308560000"
"1598","04:54:27.399121","66","1","10.1.1.1","5200","0.306728000","0","3569358","5201","0.308758000"
"1599","04:54:27.399397","66","1","10.1.1.1","5200","0.307004000","0","3572254","5201","0.309034000"
"1600","04:54:27.399403","14546","3675062","10.1.1.2","5201","0.307010000","14480","1","5200","0.309040000"
"1601","04:54:27.399612","66","1","10.1.1.1","5200","0.307219000","0","3575150","5201","0.309249000"
"1602","04:54:27.399890","66","1","10.1.1.1","5200","0.307497000","0","3578046","5201","0.309527000"
"1603","04:54:27.400087","66","1","10.1.1.1","5200","0.307694000","0","3580942","5201","0.309724000"
"1604","04:54:27.400420","66","1","10.1.1.1","5200","0.308027000","0","3583838","5201","0.310057000"
"1605","04:54:27.400428","11650","3689542","10.1.1.2","5201","0.308035000","11584","1","5200","0.310065000"
"1606","04:54:27.400558","66","1","10.1.1.1","5200","0.308165000","0","3586734","5201","0.310195000"
"1607","04:54:27.400825","66","1","10.1.1.1","5200","0.308432000","0","3589630","5201","0.310462000"
"1608","04:54:27.401099","66","1","10.1.1.1","5200","0.308706000","0","3592526","5201","0.310736000"
"1609","04:54:27.401342","66","1","10.1.1.1","5200","0.308949000","0","3595422","5201","0.310979000"
"1610","04:54:27.401567","66","1","10.1.1.1","5200","0.309174000","0","3598318","5201","0.311204000"
"1611","04:54:27.401573","14546","3701126","10.1.1.2","5201","0.309180000","14480","1","5200","0.311210000"
"1612","04:54:27.401892","66","1","10.1.1.1","5200","0.309499000","0","3601214","5201","0.311529000"
"1613","04:54:27.402040","66","1","10.1.1.1","5200","0.309647000","0","3604110","5201","0.311677000"
"1614","04:54:27.402317","66","1","10.1.1.1","5200","0.309924000","0","3607006","5201","0.311954000"
"1615","04:54:27.402579","66","1","10.1.1.1","5200","0.310186000","0","3609902","5201","0.312216000"
"1616","04:54:27.402586","11650","3715606","10.1.1.2","5201","0.310193000","11584","1","5200","0.312223000"
"1617","04:54:27.402846","66","1","10.1.1.1","5200","0.310453000","0","3612798","5201","0.312483000"
"1618","04:54:27.402856","1514","3727190","10.1.1.2","5201","0.310463000","1448","1","5200","0.312493000"
"1619","04:54:27.403055","66","1","10.1.1.1","5200","0.310662000","0","3615694","5201","0.312692000"
"1620","04:54:27.403392","66","1","10.1.1.1","5200","0.310999000","0","3618590","5201","0.313029000"
"1621","04:54:27.403524","66","1","10.1.1.1","5200","0.311131000","0","3621486","5201","0.313161000"
"1622","04:54:27.403797","66","1","10.1.1.1","5200","0.311404000","0","3624382","5201","0.313434000"
"1623","04:54:27.404058","66","1","10.1.1.1","5200","0.311665000","0","3627278","5201","0.313695000"
"1624","04:54:27.404066","14546","3728638","10.1.1.2","5201","0.311673000","14480","1","5200","0.313703000"
"1625","04:54:27.404300","66","1","10.1.1.1","5200","0.311907000","0","3630174","5201","0.313937000"
"1626","04:54:27.404525","66","1","10.1.1.1","5200","0.312132000","0","3633070","5201","0.314162000"
"1627","04:54:27.404845","66","1","10.1.1.1","5200","0.312452000","0","3635966","5201","0.314482000"
"1628","04:54:27.404992","66","1","10.1.1.1","5200","0.312599000","0","3638862","5201","0.314629000"
"1629","04:54:27.405268","66","1","10.1.1.1","5200","0.312875000","0","3641758","5201","0.314905000"
"1630","04:54:27.405274","14546","3743118","10.1.1.2","5201","0.312881000","14480","1","5200","0.314911000"
"1631","04:54:27.405531","66","1","10.1.1.1","5200","0.313138000","0","3644654","5201","0.315168000"
"1632","04:54:27.405779","66","1","10.1.1.1","5200","0.313386000","0","3647550","5201","0.315416000"
"1633","04:54:27.405998","66","1","10.1.1.1","5200","0.313605000","0","3650446","5201","0.315635000"
"1634","04:54:27.406323","66","1","10.1.1.1","5200","0.313930000","0","3653342","5201","0.315960000"
"1635","04:54:27.406332","13098","3757598","10.1.1.2","5201","0.313939000","13032","1","5200","0.315969000"
"1636","04:54:27.406464","66","1","10.1.1.1","5200","0.314071000","0","3656238","5201","0.316101000"
"1637","04:54:27.406794","66","1","10.1.1.1","5200","0.314401000","0","3659134","5201","0.316431000"
"1638","04:54:27.407019","66","1","10.1.1.1","5200","0.314626000","0","3662030","5201","0.316656000"
"1639","04:54:27.407362","66","1","10.1.1.1","5200","0.314969000","0","3664926","5201","0.316999000"
"1640","04:54:27.407407","11650","3770630","10.1.1.2","5201","0.315014000","11584","1","5200","0.317044000"
"1641","04:54:27.407468","66","1","10.1.1.1","5200","0.315075000","0","3667822","5201","0.317105000"
"1642","04:54:27.407802","66","1","10.1.1.1","5200","0.315409000","0","3670718","5201","0.317439000"
"1643","04:54:27.407956","66","1","10.1.1.1","5200","0.315563000","0","3673614","5201","0.317593000"
"1644","04:54:27.408217","66","1","10.1.1.1","5200","0.315824000","0","3676510","5201","0.317854000"
"1645","04:54:27.408227","11650","3782214","10.1.1.2","5201","0.315834000","11584","1","5200","0.317864000"
"1646","04:54:27.408484","66","1","10.1.1.1","5200","0.316091000","0","3679406","5201","0.318121000"
"1647","04:54:27.408737","66","1","10.1.1.1","5200","0.316344000","0","3682302","5201","0.318374000"
"1648","04:54:27.408953","66","1","10.1.1.1","5200","0.316560000","0","3685198","5201","0.318590000"
"1649","04:54:27.409294","66","1","10.1.1.1","5200","0.316901000","0","3688094","5201","0.318931000"
"1650","04:54:27.409303","11650","3793798","10.1.1.2","5201","0.316910000","11584","1","5200","0.318940000"
"1651","04:54:27.409440","66","1","10.1.1.1","5200","0.317047000","0","3690990","5201","0.319077000"
"1652","04:54:27.409702","66","1","10.1.1.1","5200","0.317309000","0","3693886","5201","0.319339000"
"1653","04:54:27.409976","66","1","10.1.1.1","5200","0.317583000","0","3696782","5201","0.319613000"
"1654","04:54:27.410216","66","1","10.1.1.1","5200","0.317823000","0","3699678","5201","0.319853000"
"1655","04:54:27.410447","66","1","10.1.1.1","5200","0.318054000","0","3702574","5201","0.320084000"
"1656","04:54:27.410455","13098","3805382","10.1.1.2","5201","0.318062000","13032","1","5200","0.320092000"
"1657","04:54:27.410755","66","1","10.1.1.1","5200","0.318362000","0","3705470","5201","0.320392000"
"1658","04:54:27.410919","66","1","10.1.1.1","5200","0.318526000","0","3708366","5201","0.320556000"
"1659","04:54:27.411168","66","1","10.1.1.1","5200","0.318775000","0","3711262","5201","0.320805000"
"1660","04:54:27.411444","66","1","10.1.1.1","5200","0.319051000","0","3714158","5201","0.321081000"
"1661","04:54:27.411451","13098","3818414","10.1.1.2","5201","0.319058000","13032","1","5200","0.321088000"
"1662","04:54:27.411684","66","1","10.1.1.1","5200","0.319291000","0","3717054","5201","0.321321000"
"1663","04:54:27.411922","66","1","10.1.1.1","5200","0.319529000","0","3719950","5201","0.321559000"
"1664","04:54:27.412244","66","1","10.1.1.1","5200","0.319851000","0","3722846","5201","0.321881000"
"1665","04:54:27.412402","66","1","10.1.1.1","5200","0.320009000","0","3725742","5201","0.322039000"
"1666","04:54:27.412665","66","1","10.1.1.1","5200","0.320272000","0","3728638","5201","0.322302000"
"1667","04:54:27.412675","13098","3831446","10.1.1.2","5201","0.320282000","13032","1","5200","0.322312000"
"1668","04:54:27.412919","66","1","10.1.1.1","5200","0.320526000","0","3731534","5201","0.322556000"
"1669","04:54:27.413163","66","1","10.1.1.1","5200","0.320770000","0","3734430","5201","0.322800000"
"1670","04:54:27.413379","66","1","10.1.1.1","5200","0.320986000","0","3737326","5201","0.323016000"
"1671","04:54:27.413703","66","1","10.1.1.1","5200","0.321310000","0","3740222","5201","0.323340000"
"1672","04:54:27.413709","13098","3844478","10.1.1.2","5201","0.321316000","13032","1","5200","0.323346000"
"1673","04:54:27.413845","66","1","10.1.1.1","5200","0.321452000","0","3743118","5201","0.323482000"
"1674","04:54:27.413852","1514","3857510","10.1.1.2","5201","0.321459000","1448","1","5200","0.323489000"
"1675","04:54:27.414178","66","1","10.1.1.1","5200","0.321785000","0","3746014","5201","0.323815000"
"1676","04:54:27.414381","66","1","10.1.1.1","5200","0.321988000","0","3748910","5201","0.324018000"
"1677","04:54:27.414655","66","1","10.1.1.1","5200","0.322262000","0","3751806","5201","0.324292000"
"1678","04:54:27.414877","66","1","10.1.1.1","5200","0.322484000","0","3754702","5201","0.324514000"
"1679","04:54:27.414889","14546","3858958","10.1.1.2","5201","0.322496000","14480","1","5200","0.324526000"
"1680","04:54:27.415106","66","1","10.1.1.1","5200","0.322713000","0","3757598","5201","0.324743000"
"1681","04:54:27.415330","66","1","10.1.1.1","5200","0.322937000","0","3760494","5201","0.324967000"
"1682","04:54:27.415649","66","1","10.1.1.1","5200","0.323256000","0","3763390","5201","0.325286000"
"1683","04:54:27.415839","66","1","10.1.1.1","5200","0.323446000","0","3766286","5201","0.325476000"
"1684","04:54:27.416118","66","1","10.1.1.1","5200","0.323725000","0","3769182","5201","0.325755000"
"1685","04:54:27.416127","14546","3873438","10.1.1.2","5201","0.323734000","14480","1","5200","0.325764000"
"1686","04:54:27.416333","66","1","10.1.1.1","5200","0.323940000","0","3772078","5201","0.325970000"
"1687","04:54:27.416583","66","1","10.1.1.1","5200","0.324190000","0","3774974","5201","0.326220000"
"1688","04:54:27.416799","66","1","10.1.1.1","5200","0.324406000","0","3777870","5201","0.326436000"
"1689","04:54:27.417127","66","1","10.1.1.1","5200","0.324734000","0","3780766","5201","0.326764000"
"1690","04:54:27.417133","11650","3887918","10.1.1.2","5201","0.324740000","11584","1","5200","0.326770000"
"1691","04:54:27.417270","66","1","10.1.1.1","5200","0.324877000","0","3783662","5201","0.326907000"
"1692","04:54:27.417596","66","1","10.1.1.1","5200","0.325203000","0","3786558","5201","0.327233000"
"1693","04:54:27.417803","66","1","10.1.1.1","5200","0.325410000","0","3789454","5201","0.327440000"
"1694","04:54:27.418062","66","1","10.1.1.1","5200","0.325669000","0","3792350","5201","0.327699000"
"1695","04:54:27.418278","66","1","10.1.1.1","5200","0.325885000","0","3795246","5201","0.327915000"
"1696","04:54:27.418288","13098","3899502","10.1.1.2","5201","0.325895000","13032","1","5200","0.327925000"
"1697","04:54:27.418632","66","1","10.1.1.1","5200","0.326239000","0","3798142","5201","0.328269000"
"1698","04:54:27.418795","66","1","10.1.1.1","5200","0.326402000","0","3801038","5201","0.328432000"
"1699","04:54:27.419082","66","1","10.1.1.1","5200","0.326689000","0","3803934","5201","0.328719000"
"1700","04:54:27.419306","66","1","10.1.1.1","5200","0.326913000","0","3806830","5201","0.328943000"
"1701","04:54:27.419313","11650","3912534","10.1.1.2","5201","0.326920000","11584","1","5200","0.328950000"
"1702","04:54:27.419593","66","1","10.1.1.1","5200","0.327200000","0","3809726","5201","0.329230000"
"1703","04:54:27.419738","66","1","10.1.1.1","5200","0.327345000","0","3812622","5201","0.329375000"
"1704","04:54:27.420078","66","1","10.1.1.1","5200","0.327685000","0","3815518","5201","0.329715000"
"1705","04:54:27.420249","66","1","10.1.1.1","5200","0.327856000","0","3818414","5201","0.329886000"
"1706","04:54:27.420520","66","1","10.1.1.1","5200","0.328127000","0","3821310","5201","0.330157000"
"1707","04:54:27.420527","14546","3924118","10.1.1.2","5201","0.328134000","14480","1","5200","0.330164000"
