0	514.04
0.00374	514.04
0.00782	514.04
0.01202	514.04
0.01623	514.04
0.02005	514.04
0.0237	514.04
0.02766	514.04
0.03149	514.04
0.03596	514.04
0.04244	514.04
0.04717	514.04
0.05214	514.04
0.05642	514.04
0.06196	514.04
0.06742	514.04
0.07225	514.04
0.07655	514.04
0.08076	514.04
0.08542	514.04
0.09383	514.04
0.09889	514.04
0.10282	514.04
0.10665	514.04
0.11142	514.04
0.11564	514.04
0.11963	514.04
0.12367	514.04
0.12766	514.04
0.13265	514.04
0.13901	514.04
0.14347	514.04
0.14778	514.04
0.15173	514.04
0.1556	514.04
0.1604	514.04
0.16469	514.04
0.16942	514.04
0.17438	514.04
0.17932	514.04
0.18342	514.04
0.18787	514.04
0.19322	514.04
0.20001	514.04
0.20384	514.04
0.20759	514.04
0.2122	514.04
0.21639	514.04
0.2206	514.04
0.22503	514.04
0.23011	514.04
0.23503	514.04
0.23988	514.04
0.24366	514.04
0.24846	514.04
0.25276	514.04
0.25851	514.04
0.26322	514.04
0.26973	514.04
0.27421	514.04
0.27828	514.04
0.28289	514.04
0.28705	514.04
0.29086	514.04
0.29519	514.04
0.29996	514.04
0.30687	514.04
0.31095	514.04
0.31493	514.04
0.31892	514.04
0.32481	514.04
0.33087	514.04
0.33564	514.04
0.33996	514.04
0.34644	514.04
0.35077	514.04
0.35496	514.04
0.35955	514.04
0.36516	514.04
0.3701	514.04
0.37697	514.04
0.38301	514.04
0.38701	514.04
0.39171	514.04
0.40082	514.04
0.40798	514.04
0.41312	514.04
0.41759	514.04
0.42201	514.04
0.4265	514.04
0.43027	514.04
0.43464	514.04
0.43915	514.04
0.44473	514.04
0.45013	514.04
0.45387	514.04
0.45713	514.04
0.46059	514.04
0.46463	514.04
0.46825	514.04
0.47256	514.04
0.4778	514.04
0.48301	514.04
0.48657	514.04
0.49085	514.04
0.49506	514.04
0.49985	514.04
0.50439	514.04
0.50937	514.04
0.51446	514.04
0.51905	514.04
0.52331	514.04
0.52785	514.04
0.53195	514.04
0.53543	514.04
0.53951	514.04
0.54451	514.04
0.54876	514.04
0.55304	514.04
0.55665	514.04
0.56033	514.04
0.56435	514.04
0.56811	514.04
0.57196	514.04
0.57608	514.04
0.58057	514.04
0.58519	514.04
0.59039	514.04
0.59402	514.04
0.59885	514.04
0.60285	514.04
0.60771	514.04
0.61185	514.04
0.61697	514.04
0.62339	514.04
0.62789	514.04
0.63294	514.04
0.63796	514.04
0.64231	514.04
0.64799	514.04
0.65313	514.04
0.65765	514.04
0.66227	514.04
0.66667	514.04
0.67103	514.04
0.67706	514.04
0.68384	514.04
0.68765	514.04
0.69194	514.04
0.69573	514.04
0.69931	514.04
0.70398	514.04
0.70819	514.04
0.71168	514.04
0.71507	514.04
0.71908	514.04
0.72361	514.04
0.72775	514.04
0.73203	514.04
0.73616	514.04
0.74027	514.04
0.7447	514.04
0.7504	514.04
0.75435	514.04
0.76063	514.04
0.76479	514.04
0.76913	514.04
0.77297	514.04
0.77917	514.04
0.78492	514.04
0.78864	514.04
0.79313	514.04
0.79762	514.04
0.8026	514.04
0.80684	514.04
0.81089	514.04
0.81478	514.04
0.81961	514.04
0.8235	514.04
0.82816	514.04
0.83198	514.04
0.83621	514.04
0.83978	514.04
0.84558	514.04
0.85051	514.04
0.85611	514.04
0.86081	514.04
0.86585	514.04
0.87126	514.04
0.87591	514.04
0.88056	514.04
0.88632	514.04
0.89012	514.04
0.89592	514.04
0.90066	514.04
0.90485	514.04
0.90928	514.04
0.91351	514.04
0.9188	514.04
0.92394	514.04
0.92758	514.04
0.93153	514.04
0.93599	514.04
0.93961	514.04
0.94395	514.04
0.9483	514.04
0.954	514.04
0.96064	514.04
0.96695	514.04
0.9714	514.04
0.97714	514.04
0.98113	514.04
0.98476	514.04
0.98946	514.04
0.99419	514.04
0.998	514.04
1.0018	514.04
1.00561	514.04
1.0091	514.04
1.01303	514.04
1.01695	514.04
1.02057	514.04
1.02475	514.04
1.02887	514.04
1.03494	514.04
1.03934	514.04
1.04296	514.04
1.04769	514.04
1.05133	514.04
1.05596	514.04
1.06024	514.04
1.06492	514.04
1.07035	514.04
1.07427	514.04
1.07953	514.04
1.08373	514.04
1.08745	514.04
1.09191	514.04
1.0958	514.04
1.1004	514.04
1.10498	514.04
1.10976	514.04
1.11329	514.04
1.11854	514.04
1.12313	514.04
1.12687	514.04
1.13083	514.04
1.13446	514.04
1.13801	514.04
1.14289	514.04
1.14716	514.04
1.15204	514.04
1.15785	514.04
1.16395	514.04
1.16832	514.04
1.17193	514.04
1.17645	514.04
1.18034	514.04
1.18402	514.04
1.18833	514.04
1.19221	514.04
1.19648	514.04
1.20102	514.04
1.2054	514.04
1.20897	514.04
1.2132	514.04
1.21819	514.04
1.22301	514.04
1.22749	514.04
1.23173	514.04
1.23606	514.04
1.242	514.04
1.24642	514.04
1.2508	514.04
1.25452	514.04
1.26137	514.04
1.26764	514.04
1.27141	514.04
1.27552	514.04
1.2791	514.04
1.28371	514.04
1.28711	514.04
1.29193	514.04
1.29585	514.04
1.29958	514.04
1.30337	514.04
1.30764	514.04
1.31514	514.04
1.31911	514.04
1.3225	514.04
1.32665	514.04
1.33045	514.04
1.33433	514.04
1.33936	514.04
1.34405	514.04
1.34793	514.04
1.35182	514.04
1.35577	514.04
1.36102	514.04
1.36658	514.04
1.37145	514.04
1.37616	514.04
1.38042	514.04
1.38569	514.04
1.39009	514.04
1.39451	514.04
1.39921	514.04
1.40403	514.04
1.40893	514.04
1.41306	514.04
1.41837	514.04
1.42296	514.04
1.42694	514.04
1.43054	514.04
1.43471	514.04
1.43833	514.04
1.44308	514.04
1.44676	514.04
1.45111	514.04
1.45579	514.04
1.4616	514.04
1.46662	514.04
1.47253	514.04
1.47894	514.04
1.48244	514.04
1.48678	514.04
1.4908	514.04
1.49498	514.04
1.49891	514.04
1.50387	514.04
1.50784	514.04
1.51146	514.04
1.51533	514.04
1.51917	514.04
1.52463	514.04
1.53005	514.04
1.53393	514.04
1.53871	514.04
1.54349	514.04
1.54724	514.04
1.55278	514.04
1.55851	514.04
1.56312	514.04
1.56766	514.04
1.57183	514.04
1.57637	514.04
1.58073	514.04
1.58508	514.04
1.58842	514.04
1.59241	514.04
1.59721	514.04
1.60294	514.04
1.60874	514.04
1.61324	514.04
1.62003	514.04
1.62387	514.04
1.62843	514.04
1.63377	514.04
1.63945	514.04
1.64355	514.04
1.6472	514.04
1.65166	514.04
1.65829	514.04
1.66245	514.04
1.66627	514.04
1.67118	514.04
1.67672	514.04
1.68178	514.04
1.68618	514.04
1.69014	514.04
1.6941	514.04
1.699	514.04
1.70311	514.04
1.70827	514.04
1.71287	514.04
1.71754	514.04
1.72128	514.04
1.72673	514.04
1.7306	514.04
1.73504	514.04
1.739	514.04
1.74365	514.04
1.74809	514.04
1.75244	514.04
1.7566	514.04
1.76164	514.04
1.76539	514.04
1.77359	514.04
1.77793	514.04
1.78286	514.04
1.78694	514.04
1.79152	514.04
1.79599	514.04
1.80043	514.04
1.80463	514.04
1.80871	514.04
1.81333	514.04
1.81853	514.04
1.82366	514.04
1.82819	514.04
1.83242	514.04
1.8375	514.04
1.84303	514.04
1.84756	514.04
1.85159	514.04
1.85606	514.04
1.86	514.04
1.86471	514.04
1.86983	514.04
1.87703	514.04
1.88332	514.04
1.88729	514.04
1.89197	514.04
1.89599	514.04
1.90057	514.04
1.90694	514.04
1.91127	514.04
1.9163	514.04
1.92109	514.04
1.92562	514.04
1.92933	514.04
1.93494	514.04
1.93937	514.04
1.94386	514.04
1.94902	514.04
1.9547	514.04
1.9606	514.04
1.9653	514.04
1.97121	514.04
1.97594	514.04
1.98021	514.04
1.98446	514.04
1.98862	514.04
1.99314	514.04
1.99903	514.04
2.00431	514.04
2.00876	514.04
2.0134	514.04
2.01718	514.04
2.02236	514.04
2.02721	514.04
2.03196	514.04
2.03646	514.04
2.04212	514.04
2.04604	514.04
2.051	514.04
2.05555	514.04
2.06192	514.04
2.06798	514.04
2.07261	514.04
2.07741	514.04
2.08136	514.04
2.08661	514.04
2.09128	514.04
2.09595	514.04
2.10027	514.04
2.10435	514.04
2.10836	514.04
2.11278	514.04
2.11738	514.04
2.12226	514.04
2.12625	514.04
2.13106	514.04
2.13526	514.04
2.14031	514.04
2.14505	514.04
2.14989	514.04
2.15467	514.04
2.15945	514.04
2.16381	514.04
2.16787	514.04
2.17179	514.04
2.17566	514.04
2.18291	514.04
2.1878	514.04
2.1919	514.04
2.19702	514.04
2.20119	514.04
2.20605	514.04
2.21026	514.04
2.21504	514.04
2.21994	514.04
2.22424	514.04
2.2294	514.04
2.23633	514.04
2.24113	514.04
2.24639	514.04
2.2512	514.04
2.2563	514.04
2.26027	514.04
2.26498	514.04
2.26957	514.04
2.27535	514.04
2.27977	514.04
2.284	514.04
2.28774	514.04
2.29225	514.04
2.29653	514.04
2.30063	514.04
2.30684	514.04
2.31148	514.04
2.31544	514.04
2.31957	514.04
2.32333	514.04
2.32818	514.04
2.33208	514.04
2.33704	514.04
2.34243	514.04
2.34701	514.04
2.35117	514.04
2.35567	514.04
2.35965	514.04
2.3642	514.04
2.36834	514.04
2.37204	514.04
2.37638	514.04
2.38088	514.04
2.38555	514.04
2.39034	514.04
2.39419	514.04
2.39967	514.04
2.40394	514.04
2.40819	514.04
2.41303	514.04
2.41816	514.04
2.42249	514.04
2.42701	514.04
2.43123	514.04
2.43504	514.04
2.43974	514.04
2.444	514.04
2.44923	514.04
2.45314	514.04
2.45753	514.04
2.46232	514.04
2.46706	514.04
2.47175	514.04
2.47604	514.04
2.48055	514.04
2.48476	514.04
2.48938	514.04
2.49475	514.04
2.5	514.04
2.50475	514.04
2.51029	514.04
2.51494	514.04
2.51959	514.04
2.52445	514.04
2.52885	514.04
2.53369	514.04
2.53841	514.04
2.54269	514.04
2.54754	514.04
2.55472	514.04
2.55979	514.04
2.56361	514.04
2.56816	514.04
2.57258	514.04
2.5764	514.04
2.58023	514.04
2.58426	514.04
2.58868	514.04
2.59253	514.04
2.59639	514.04
2.60328	514.04
2.60787	514.04
2.61393	514.04
2.61852	514.04
2.62316	514.04
2.62783	514.04
2.63467	514.04
2.63916	514.04
2.64441	514.04
2.64975	514.04
2.65514	514.04
2.66077	514.04
2.66533	514.04
2.66995	514.04
2.67487	514.04
2.67906	514.04
2.68341	514.04
2.688	514.04
2.69394	514.04
2.69931	514.04
2.70342	514.04
2.70835	514.04
2.71571	514.04
2.72027	514.04
2.72485	514.04
2.73091	514.04
2.736	514.04
2.74066	514.04
2.74535	514.04
2.7502	514.04
2.75435	514.04
2.75833	514.04
2.76245	514.04
2.76747	514.04
2.77254	514.04
2.77723	514.04
2.7816	514.04
2.78528	514.04
2.79031	514.04
2.79391	514.04
2.79814	514.04
2.80226	514.04
2.80612	514.04
2.81246	514.04
2.81854	514.04
2.82423	514.04
2.8287	514.04
2.83734	514.04
2.84331	514.04
2.84799	514.04
2.85311	514.04
2.86014	514.04
2.86418	514.04
2.86925	514.04
2.87418	514.04
2.88028	514.04
2.88426	514.04
2.88782	514.04
2.89198	514.04
2.89595	514.04
2.89968	514.04
2.90523	514.04
2.90925	514.04
2.91347	514.04
2.91931	514.04
2.92419	514.04
2.92879	514.04
2.93489	514.04
2.94001	514.04
2.94336	514.04
2.94714	514.04
2.95146	514.04
2.95668	514.04
2.96119	514.04
2.96492	514.04
2.96922	514.04
2.97784	514.04
2.98395	514.04
2.98925	514.04
2.99415	514.04
2.99827	514.04
3.00391	514.04
3.01081	514.04
3.01488	514.04
3.02044	514.04
3.02505	514.04
3.02909	514.04
3.03232	514.04
3.03672	514.04
3.04108	514.04
3.04487	514.04
3.05034	514.04
3.05548	514.04
3.05965	514.04
3.06718	514.04
3.07163	514.04
3.07776	514.04
3.08167	514.04
3.08567	514.04
3.09062	514.04
3.09489	514.04
3.09919	514.04
3.10453	514.04
3.11049	514.04
3.11415	514.04
3.1189	514.04
3.12286	514.04
3.12723	514.04
3.13104	514.04
3.13659	514.04
3.14258	514.04
3.14653	514.04
3.15107	514.04
3.15476	514.04
3.15897	514.04
3.16312	514.04
3.16715	514.04
3.17284	514.04
3.17956	514.04
3.1832	514.04
