0.128 0.09 1.280
6.528 4.04 14.480
12.928 6.74 27.512
19.328 12.64 41.027
25.728 16.73 53.093
32.128 21.56 69.504
38.528 25.31 79.592
44.928 30.92 96.051
51.328 34.67 105.318
57.728 38.7 121.149
64.128 42.43 133.699
70.528 46.3 147.213
76.928 51.42 157.542
83.328 55.27 171.829
89.728 58.8 184.379
96.128 63.1 197.700
102.528 66.97 209.863
108.928 71.64 223.957
115.328 75.36 232.645
121.728 79.55 249.539
128.128 83.49 261.605
134.528 87.26 272.996
140.928 92.13 286.704
147.328 93.99 298.771
153.728 94.0 313.733
160.128 94.07 325.317
166.528 94.04 340.280
172.928 94.09 350.899
179.328 94.14 362.483
185.728 94.25 377.445
192.128 94.06 389.029
198.528 94.19 402.544
204.928 94.21 414.611
211.328 94.11 380.341
217.728 94.14 389.029
224.128 94.16 389.995
230.528 94.61 342.211
236.928 94.11 479.771
243.328 94.16 362.000
249.728 94.25 366.344
256.128 94.25 293.944
262.528 94.23 447.915
268.928 94.25 472.048
275.328 93.94 553.619
281.728 94.14 565.685
288.128 94.46 494.733
294.528 94.14 425.229
300.928 94.09 434.400
307.328 94.09 526.107
313.728 94.54 561.197
320.128 94.53 456.120
326.528 94.58 654.979
332.928 94.37 667.528
339.328 94.37 681.043
345.728 94.02 692.627
352.128 94.37 707.589
358.528 94.37 718.691
364.928 94.02 734.136
371.328 94.02 745.237
377.728 94.37 756.821
384.128 94.02 771.301
390.528 94.02 782.403
396.928 93.67 798.331
403.328 94.02 607.195
409.728 94.02 820.533
416.128 94.02 718.208
422.528 94.38 609.125
428.928 93.67 737.032
435.328 93.67 744.272
441.728 94.37 759.717
448.128 94.02 447.046
454.528 94.02 461.236
460.928 94.02 486.528
467.328 94.02 486.045
473.728 93.67 477.550
480.128 93.67 417.024
486.528 93.67 443.088
492.928 93.67 422.430
499.328 94.02 401.337
505.728 94.02 463.891
512.128 93.67 457.761
