0.128 0.09 1.024
6.528 4.07 26.836
12.928 8.12 40.447
19.328 12.26 53.190
25.728 16.72 66.222
32.128 22.34 83.598
38.528 26.21 100.395
44.928 31.05 115.261
51.328 35.07 131.189
57.728 39.6 144.897
64.128 43.64 165.651
70.528 47.51 178.201
76.928 54.22 198.859
83.328 58.15 210.829
89.728 61.99 223.909
96.128 65.51 237.182
102.528 69.59 249.828
108.928 75.81 260.157
115.328 79.74 272.996
121.728 84.93 277.437
128.128 89.42 294.427
134.528 92.58 296.357
140.928 92.8 299.253
147.328 92.28 295.006
153.728 92.27 301.956
160.128 92.1 301.281
166.528 92.27 299.253
172.928 92.24 297.709
179.328 92.26 293.944
185.728 92.28 285.739
192.128 92.22 287.766
198.528 92.22 284.966
204.928 92.45 290.855
211.328 92.49 289.986
217.728 92.84 289.407
224.128 92.28 284.677
230.528 92.2 289.310
236.928 92.6 288.538
243.328 92.89 292.206
249.728 92.28 286.607
256.128 92.21 286.704
262.528 92.57 293.944
268.928 92.7 287.573
275.328 92.69 288.828
281.728 92.67 292.013
288.128 92.63 289.890
294.528 92.79 287.766
300.928 92.79 285.642
307.328 92.79 288.152
313.728 92.79 295.778
320.128 92.79 288.249
326.528 92.79 292.399
332.928 92.63 294.427
339.328 92.81 284.677
345.728 92.62 292.013
352.128 92.79 286.318
358.528 92.76 293.268
364.928 92.44 286.414
371.328 92.61 288.828
377.728 92.79 287.862
384.128 92.62 289.793
390.528 92.75 293.751
396.928 92.81 292.496
403.328 92.84 282.070
409.728 92.72 298.867
416.128 92.62 293.075
422.528 92.53 288.828
428.928 92.44 296.743
435.328 92.62 286.414
441.728 92.79 288.635
448.128 92.62 293.172
454.528 92.79 289.697
460.928 92.45 291.627
467.328 92.56 296.454
473.728 92.62 294.523
480.128 92.79 292.110
486.528 92.6 286.994
492.928 92.6 289.214
499.328 92.62 290.565
505.728 92.44 291.724
512.128 92.79 285.835
