0.128 0.09 1.280
6.528 4.06 14.480
12.928 6.93 30.408
19.328 12.52 41.027
25.728 16.71 53.962
32.128 21.4 70.373
38.528 25.53 80.702
44.928 31.09 95.520
51.328 35.01 106.766
57.728 38.67 120.039
64.128 42.69 134.567
70.528 46.12 144.800
76.928 51.78 160.728
83.328 55.27 170.381
89.728 58.81 182.931
96.128 62.73 198.859
102.528 67.02 209.960
108.928 71.89 222.171
115.328 75.49 234.093
121.728 79.69 250.504
128.128 83.5 261.123
134.528 87.58 273.189
140.928 91.95 287.187
147.328 93.74 299.253
153.728 94.0 313.251
160.128 94.13 324.835
166.528 94.06 338.832
172.928 94.07 350.899
179.328 94.2 362.000
185.728 94.25 380.341
192.128 93.83 389.029
198.528 94.2 403.027
204.928 94.2 414.611
211.328 94.37 427.160
217.728 94.14 441.157
224.128 94.23 453.224
230.528 94.37 466.739
236.928 94.35 477.840
243.328 94.61 492.803
249.728 94.25 505.835
256.128 93.97 515.971
262.528 94.77 531.319
268.928 93.93 540.104
275.328 94.02 554.101
281.728 94.14 566.168
288.128 94.47 578.717
294.528 93.97 592.715
300.928 94.09 603.816
307.328 94.42 617.813
313.728 94.28 631.521
320.128 94.53 645.325
326.528 94.42 657.392
332.928 94.02 668.011
339.328 94.37 682.008
345.728 94.02 693.592
352.128 94.02 707.589
358.528 93.32 718.691
364.928 93.67 734.136
371.328 93.67 744.755
377.728 94.02 756.821
384.128 93.67 770.819
390.528 94.02 782.885
396.928 94.37 796.883
403.328 94.37 807.984
409.728 94.02 819.568
416.128 94.02 834.531
422.528 93.67 846.115
428.928 94.02 861.560
435.328 93.67 872.179
441.728 94.02 886.659
448.128 94.02 898.725
454.528 94.02 909.827
460.928 94.02 925.755
467.328 94.02 936.373
473.728 93.67 950.853
480.128 93.33 962.437
486.528 94.02 974.021
492.928 93.67 988.501
499.328 93.67 999.603
505.728 93.32 1014.083
512.128 94.02 1026.632
